"Sentiment"	"SentimentText"
0	"i have something to say thats going to keep you from smiling"
0	"I have that sad and disappointed feeling in my gut..."
0	"last day of weekend."
0	"Last day of year 11 today. Boswells 04-09 (L)"
0	"last episode of buffy always makes me cryy"
0	"last time seeing my kids. 2 of the greatest kids in the world."
1	"last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!"
1	"last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!"
1	"Laughter is one of the best things that God has given us"
0	"- laying in bed b/c I have nothing to do!"
0	"leaving florida want to live there forever! Texan*Girl"
1	"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss "
0	"leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well."
0	"leaving tomorrow. miss home. mum's incessantly whining to go shopping. i wanna stay home."
0	"- Legs feel worse than they did yesterday"
0	"less and less people have been partying lately."
0	"lets get like icecream after to make u feel better!"
1	"life never ceases to amuse me. Wouldnt want it any other way!"
0	"life sucks. but it would suck a lot more if i didn't have the beautiful check yes gingerette to keep me company."
1	" lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn't let them sign though"
0	" listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her."
1	"listening to @ddlovato music. ;) you're a trainwreck but i wouldn't love you if you changed.."
1	"- Listening to Metro Station Shake it remix...quite good"
0	"LittleBoxOfEvil We are just like that"
1	"LOL. @elieehinojas...have you seen my new presentation..."
0	"lol@teedramoses"
0	"Lola hurt her leg... Of course this happens the day before we leave..."
1	"lolz  iT.SR|TCE|TBE|"
0	"long ride home and i am bored"
0	"long week ahead!!! Another weekend off!!!"
1	"- long week ahead, but the good thing is we have the weekend to look forward to. "
0	"lookin up strippin classes"
0	" looks like I have to take the bus home tonight. I really need a new car, BADLY..."
0	"Looks like Villarreal might not be making it to the Champions League next season."
0	"lost a follower -1. :/"
0	"lost a follower! lol"
0	"lost my spot in front of the heater"
0	" lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol"
1	"love it"
0	"lunch break=wasted. 23mins left to keep refreshing."
0	"maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules"
0	"I hate Mondays."
0	"I hate my job! I want to fly a plane soon!"
0	"I hate the &quot;out-of-nowhere&quot; stuff..."
0	"i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe"
0	"I hate this job"
0	"- I hate waking up when you're in the middle of the best dream ever"
0	"i hate work"
0	"i hate you think you or talk you? i don`t like that !! now aunts b.day"
0	"i have a cold!"
0	"I have a headache."
0	" I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch."
0	"i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it."
1	"i have an idea im going to get a gun go to taylor l's house and kill him!! IM A VERY BAD GIRL x]"
0	"I have heartburn...cheap pizza sauce"
0	"I have never seen the Abbey Road thingy"
0	"i have no deo left what am i going to doo i stink!"
0	" I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!"
0	"i have the flu i feel horrible... @roly50100150 please come home i feel bad"
0	"I have to go back to work now!  not long till finishing time..."
0	"i have to start studying for finals"
0	"I haven't start packing for a 7:00am flight! FML"
0	"i hope this gets better.."
0	"I hope you're okay &lt;3"
0	" I jinxed my good mood, I say I'm happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn't know her but its"
0	"i juss wish hed talk..."
0	"I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M"
0	"I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL"
1	" I just don't know how to begin this twitter thing. Anyway, I'm taking up my back subject this summer. Hope I'll cope up."
0	"i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died"
0	"i just got a call form work saying more hours got cut"
0	"i just got in the mood for a sad song... Boooo! two thumbs down"
1	"i just got song a lullaby by none other than thee infamous matthew. xD i still can't sleep but thanks for the effort."
0	"i just had a bad dream and now i'm afraid to go back to sleep."
0	"I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything...."
0	"i just hit my head gettiing into the car"
0	"i just missed out on the hat pricing minigame....i hope i catch it next time!"
0	"i just realized i miss 11:11 dangggg"
0	"i have to be at school for 8 in the morning."
0	"i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while"
0	"- I have to miss out on the Nashville night  at least there's a Grease double feature on tonight...haha"
0	"i have to wake up early 2morrow..Boo!!...first stop starbucks"
1	"i have twitter on my phone now"
0	"i havee to get up at 6 tomorrow blehh."
0	"I heard thunder... &amp; I think someone's upset at me because I'm a str8 up blunt person... I need some advice on how not to be so blunt ha!"
0	"i hope everyone is ok!"
0	"i hope you're ok @EnchanteDMurDeR"
0	"I hurt my wrist some how this morning and it really hurts"
0	"i hurt so much :*( i wish i never went outside yesterday"
1	"i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom."
0	"I just dont understand..."
1	" I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie."
0	"i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish"
0	"I just found out that california is a bust this year. Oh well next year it is"
0	"I just got crop dusted."
0	"i just got shouted at..."
0	"I just heard skins music and wants skins back on"
0	"I just need an opportunity."
0	"i just realized i missed 11:11 dangggg"
1	" I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!"
0	"I just wanna feel better. Now I'm freezing!"
0	" i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (("
0	"I just want to sleep for once"
0	"I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it's tough being an unsuccessful songwriter!"
0	"I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5"
0	" I know @twitter's not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast."
1	"i know right? Lol"
1	"I like feeling this way"
1	"i like to be freelance"
1	"i like you more"
1	"i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something?"
1	"i love David Archuleta xD. i reaaallly want to see him in concert."
0	"I love him so much but our views are so different."
1	" I love how you're playing with different styles, pattern and details! http://lookbook.nu/look/159472"
1	"I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO"
1	"makes my heart smile real big. ? http://blip.fm/~7qnjr"
1	"making dinner today and then going to work. Hopefully tonight will be as good as yesterday"
0	"Mammoth cave here I come"
1	"Man looking at my cousins only remind me how old I've gotten lol"
1	"Managing IT people is like herding cats"
0	"may just said i'm the more boring person ever."
0	"mayfield psychiatric hospital."
0	"- me and my mom's cars were broken into.  I feel violated."
0	"me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx"
0	"Me is bored. Someone IM me or somethin! AAHH."
0	"me Perdi EL conCierto de the kooks  I fEll so baD"
1	"--- Meagan Good Fansite ; FOLLOW US!"
0	" meeting fell through until next week, im thinking yoga and soup will cheer me up !"
0	"mega downpour... its go 45 mins to stop.... or no coaster for me."
1	"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. "
1	"Merisha got a scholarship!!!!"
0	"MIA my sinful hat."
1	"Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)"
0	"miley didn't win best actress or whatever"
0	"mish is trying to get me into manga D"
0	"- miss him so much . wish i had more time to spend wit him"
1	"miss you"
0	"Miss You Nath. xx"
0	"missing all time low..."
0	"mm alright"
1	"- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night"
0	"modern history homework... siiigh"
0	"mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x"
0	"- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?"
1	"More Star Wars humor: http://bit.ly/4fuAN"
1	"Morning. Media Exam. x"
0	"MOT didnt go v.well"
1	"moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving."
0	"must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?"
0	"- my aching body"
1	"my adopt-a-puppy http://yfrog.com/9wddej"
1	" My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder"
0	"my arm burns"
0	"my back is killing me! my damn chest needs to be reduced asap! ugh!"
0	"my back really hurts"
0	"My boyfriend is gay."
0	"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... "
0	"my bro isnt here yet!!!! what to do????"
0	"my brother left me for the day now I am here by myself"
0	"my coffee went cold"
0	"I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!"
0	"i just received my G8 viola exam.. and its... well... .. disappointing.. :\.."
0	"i just saw a bunny outside and i thought it was my cat. I hate this."
0	" I just saw a huge spider crawling on my wall, then it went behind my bed!!"
0	"I just saw a squished kitty outside my gate....I feel sad..."
1	"I just saw the hottest thing ever"
0	"i just wanna cry... I have so much work 2 do"
0	"I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-("
1	"I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!"
0	"i kinda wanna go back out. womp womp"
0	"i knew it you hated me all along &lt;/3"
1	" i know i'm a syllable whore, sorry but i did it on purpose....."
0	"i know longer feel the same for you &lt;/3"
0	"i laid down for a little bit and fell asleep. So much for the movies......"
0	"I left my phone @lser101loser house"
0	"i left my yearbook at home!"
1	" i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha"
1	"I like it when things work like they should. I was expecting this upgrade to break something bigtime."
0	"i like katie wirth without brendon tooo"
0	"I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!"
1	"I like you so much better when you're naked."
1	"- i loove the songs of david archuleta .."
1	" I love getting off work , and smelling the scent after it rains! the best &lt;333"
0	"I love it tho lol ? http://blip.fm/~78nrn"
1	"i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha"
1	" I love you, daddy."
1	"i love you. Jef ivey is a bastard. Save me!"
0	"I maybe in for tonight on my last real weekend home  mad I can't turn off this location shit on ubber twitter"
1	"I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before 1947."
1	"i might get in trouble for this. but Abby doesn't count...."
0	" I miss @nevamk, too. Let's play."
0	"i miss @pppamp"
0	"I miss all my babies back home. Someone cuddle me via esp!"
0	"I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME"
0	"- i miss mikey"
0	"i miss my edward."
0	"I miss my iPhone"
0	"I miss my iPhone  I wish it was friday so much!!"
0	"My cornflowers have all drooped! I hope they survive!"
1	"- My Cuzdem Juss Joined"
0	"my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out"
0	"my ear just started bleeding"
0	" my earring is infected and hurts so, so bad."
0	"My entire family forgot my birthday this year!"
0	"My family is traveling to Machala city... I'm alone at home"
0	"My foot's asleep! It won't wake up! Rawr."
0	"my grandmother decided to pick me up with my mom. My car reeks."
0	"My head really hurts!!!!!"
0	"my heart is breaking for my little monkey!"
1	"my hoodie came today! thank you @ChristopherDXS"
0	"my house needs to be cleaned and I don't even know where to begin!!"
0	"my last post didn't work iphone would make me feel better about my exam #squarespace"
0	"my left side senses are not working water in my ears ! ("
0	"My little baby deer following me around in Dalaran says &quot;Unknown's Pet&quot; ... and then WoW crashed. I guess I should get up anyway..."
0	"My little man is looking less like a baby and more like a toddler every day  *tear*"
0	"- my mario and yoshi tshirt is all dog hair covered, and i don't have a dog anymore... "
0	"my mate now has sims 3 talk about trying to kill me"
0	" my mom just offered me a klondike bar, and i'm not hungry, but i took it because it was a sign of friendship....not war...i'm sad now "
1	"My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about."
0	" My moodswings, nobody's online, meh."
0	"my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her."
0	" my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'("
1	"My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;"
0	"My Palm wouldn't connect to the laptop. ERRRRRRRR"
0	"My perfect work of art on my hand has smudged!  Poooeypoopoo.."
0	"my phone isn't working so I haven't been able to update my twitter all day"
0	" My pic isn't right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen"
1	"my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus"
0	" my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!"
0	" My Scrivner update erased my old project files... and of course, I hadn't backed them up in awhile. Farewell writing! :/"
0	"my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:"
0	"my shoulder hurts..."
1	"i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets."
1	"I LoVe SoUtH aMeRiCa (="
1	"i love talking to people that i love"
0	" i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/"
1	"I love weddings! http://twitpic.com/6si1o"
0	"I love you"
0	"I love you so much"
1	"i love you!"
1	" i loved today, ohhh i missed the old group&lt;3 glad we're back!"
0	"I 'm really disappointed my brother isn't coming 2day..2morrow he will come.......I hate myself when I misunderstand things"
1	"i made practically every biblical question in RE up"
0	"i might not walk and go to the dance. if you dont have all your books turn in you cant :'("
0	"I might quit"
0	"i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/"
0	"i miss having that SOS lol oh well....someone else'll come along loll"
0	" i miss having tweets on my cell, i'm so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it"
0	"I miss him already. I won't sleep tonight I know it"
0	"i miss him so much."
0	" I miss mi Hermana, Nelly. &lt;3 you sis!"
1	"i miss my friend!"
0	"I miss my Megan already and I may or may not have already cried."
0	"I miss my shawnie &amp; my baby."
0	"i miss my sister i hope this week goes by fast!"
0	"I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now"
0	"i miss you to virnisha!"
0	"i miss you!"
0	"I missed my 100th update and didn't put anything special.. ready for bed? what kind sh-- is that!? maybe the 200th'll b better. ;p"
0	" i missed the listening party ,anyone record a video? skool! math final!ugh"
0	"i misss youuu."
0	"i need a good moan and hug"
0	"I need another week of spring break you have no idea how much I dread going to school tomorrow"
0	"I need desprate help! Tireddd and now gotta do blooming ICT!!"
0	"I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately."
0	"i need some different medicine and some food plz. thnx."
0	"I need some more time from work!"
0	"i need to cheer up! Argh. i hate it when i'm like this."
0	"I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want."
0	"i need waffles!!!!!!"
0	"I miss my laptop"
0	"I miss my phone."
0	"I miss my sisters alot and want them to come home soon. I don't like being alone"
0	"i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. i'll still see 6 though!"
0	"I miss you"
0	"I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out."
0	"i missed the game"
0	" I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year"
0	"i missed two friends weddings this weekend and i'm super sad. and i miss my best friends. and.. i could keep complaining but i won't."
0	"i misssss you"
0	" I need a firewire drive, usb is too damn slow for restoring or backing up"
0	"i need a guy!!!!!"
0	"I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat"
0	"i need my study buddy! this isn't working out!"
0	"i need some friends"
0	"I need to get rid of my bad habits."
0	"I need to study harder..."
1	"i needd coke reallyy bad :p video ideass!!??"
0	"I overbaked the cheesecake brownies."
1	"i presented my script to the production in class and they liked &gt;.&lt; it's gonna be an interesting shooting ^^"
0	"I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football"
0	"i really don't want to go to school"
0	"I really liked Max.  He was one of my favorites #SYTYCD"
0	"I really miss you. you don't understand how much you really mean to me."
0	"i really want to go to the katy perry concertt."
0	"I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway."
0	"i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it's my dream!"
1	" i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace"
0	"i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims."
1	"I SAID IT! i like him teehheee"
0	"i so dont have enough icon space on lj."
0	"i so dont know what im doing on here its all so new"
0	" I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum"
0	"i start working 2morrow..there goes 6weeks of my summer"
0	"i still cant get twitter on my phone it wont even take my number when i try to set it up"
0	"i still get teary eyed when i see p.s. i love you"
0	"my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!"
0	"my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight"
0	"MY SON'S NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!"
0	"my thumb skin hurts coz its not there"
0	"My thumbs hurt from cutting pappper."
0	"My tummy hurts."
0	"my tummy hurtsssss."
0	"my tummy really hurts now oh noes"
0	" My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;("
0	"my tv died ~Tim~"
1	"My video is almost uploaded!"
0	"my video's being weird #ChuckMeMondays #chuck!!"
0	"My wrists&amp;arms hurt."
0	" net  won't work, might aswell go to sleep."
0	"never again"
0	"Never waking up late again missed an awesome dress T3T"
0	"- new haircut, it's shorter "
0	"new moon trailer not as awesome as I hoped..."
0	"new sandals were damaged in great fall yesterday..."
1	"nice song..http://bit.ly/iCMV2"
0	"NICK BRAUN'S TWITTER IS BEING BLOCKED!!!!!! I LOVE HIM!!!!!!!!!!!!!!!!!! THIS SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
0	"no 1 follow me"
0	"No Baseball Today (:  I Hate the Rain!!  It is May right?"
0	"no B-ball 2day Gyms getting fixed"
0	"no body will talk 2 me.     *cries*"
0	"no bonfire but maybe Venice Beach with Steph or comedy club with Sean"
0	"no chance..."
0	"no dishwasher"
0	"no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?"
0	" no MMS on 2G iPhone!  Why does Apple say its a hardware limit when jailbroken iphones can, even my T68i from 2002 did it"
0	"no more arrested development. i am sad."
0	"no naptime... being dragged to dinner. sigh! sleep sounds so good..."
0	"no new anime releases tonight that I watch."
0	"no new svu for 3 months or so. *sniffs* I'm going to be so bored."
0	"no one stays up as late as I do..."
0	"No one to have dinner with..."
0	"no ones talkin to me  my baby boyfriend is asleep D;D; im sad"
0	" no Otalia today, but yeahhhhhhhhhh tomorrow"
0	" no phone call, no text, nothing....12:30"
0	"no room for standby flight. Now I gotta be here for 4 more hours."
0	" no swimming today, it's raining. Guess I'll get some reading done today, going to barnes and nobel for new books."
0	"no they are not.. stupid changes! Why they did last year and not this year?"
0	"no transformers today! my ride stood me up can u believe this crap"
0	" no work or school, because my ears are leaking"
0	"-- I think I broke the heater"
1	"i think i finally figured out how to twitter on my phone!"
0	"I think I have a cavity..."
0	"I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?"
0	"i think i'm going to be sick"
1	"I think it would be fun"
0	"i think i've killed my laptop"
0	"I think people get out of bed in the mornings wondering how they can piss me off."
1	"I thought it would be like.. 2pm by now."
0	"i thought we might see real @GregGutfeld tattoos. #redeye"
0	"i told my dad I love him this morning and he just said bye."
0	" I took the blame for everything that happened the other night. part bc I don't want any1 in trouble, part bc idk the other peoples names!"
0	"I wake up to something I did not want to read."
0	"i wanna go 2 sleep but i cant tear myself away from #bb10"
0	"I wanna go home"
0	"I wanna go to the apple store and get a free ipod from ryan leslie!"
0	"I Wanna Play Dodgeball"
0	"i wanna play scattergories at jean grae's. left outttt."
1	" i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]"
0	"i want  my  mcfly  album  back"
0	"i want a happy day"
0	"I want a hug now .."
0	"I want all my friends back."
0	" I want kisses, too."
0	"I want LinesVines and trying times now"
0	"i want some change! Hos!"
1	"- I want The Sims 3 soooo bad!!!"
0	"I want to go on facebook. I can feel the notifications piling up. I don't like it. Shit."
0	"I want to puke... . They have stolen my blood :?-("
0	" I wanted the shiny shiny FA Cup. Berba can go away now, yesyes."
0	"I wanted to go cinema......"
0	"i wanted to win but its allll good lol"
0	"I was more interested in good python port for .net rather than java re: http://ff.im/396jG"
0	"I was suppose to be mentality prepared for this but can't help it get to me"
0	"I went to the store. I woke up early and everything. THEY DIDN'T HAVE IT YET! OMG! I am so beyond pissed right now.."
0	"i wish @ruebluestar192 was online right now so I could talk to him before I have to leave.. *hint hint*"
0	"I wish he would talk to me and have a real conversation."
0	" I wish I could do somthing amazing. no tallent that i know of. apart from Lame jokes, &amp; my dolphine noise. I'll let u know when i find it"
0	"I wish I could forget ..."
1	"i wish i had my tablet pen :c..."
0	"i wish i lived in atlanta"
0	"I wish I wasn't on my way to work right now!"
0	" I WISH MY BESTIEBYTCH WAS HERE AND NOT DEAD LEAVING ME ALL ALONE RIP AMIEE I HELLA MISS HER, SHE WAS THAT 1 PERSON WHO INDERSTOOD ALL"
0	"i wish my bf realized how great i was"
0	"i wish my mom didn't cancel cable!!"
0	"i wish someone was here to watch this movie with me. sucks watching titanic alone. haha depresing!"
0	"i offically dnt like eyeliner. Ughhh im so hungry !!!"
0	"i only 45 min lunch break today... stupid dead filing"
0	"I really don't even know what todo."
0	"i really need a hug"
1	"i really wanna watch the david cook and archuleta concert!!) sooo HOTT!"
0	"I sad right now"
1	"I said I get a SUMMER flu not the swine flu    But now bilions of swineflu tweeters are following me"
1	"- i sang early tonight, one song...'twas fun. "
0	"I seem to have lost 2 followers today! Should I take that personally am I really that boring???"
0	"i seriously hate this assignment. sigh. and i got no mood to do other assignments also coz i'm worrying too much abt this one!! grrr!"
1	" I shine through my smile, someone said. I'm just Jamba-ing!!"
0	" i so wish my head would sort itself out, god i hate being 15 sometimes! "
0	"I spoke too soon."
0	"I STILL CAN'T MAKE VIDEOS"
1	"I think I did good in the math test! I need to write nao...34 655 words!"
0	"I think I have the handwriting of a little kid. Probably because I type so much and write so little. http://twitpic.com/7ijsv"
0	"I think I'm getting sicker everyday."
0	"I think I'm getting that stomach virus going around....nooooooo."
0	"I think I'm starting to get sick... piglet flu?"
0	"I think imma have 2 take my dog 2 the vet...."
0	"I think the price of my skating lessons has gone up from ?48 to ?60!!  Won't be doing that this term then!"
0	"I think waayy to much"
0	"- I thought I'd seen everything, until I saw EVERYTHING before my own eyes last night! I mean it, it really does break my heart sometimes "
1	"I try t remind myself often that even the smallest input  can produce   big results  http://tinyurl.com/2mn6vl"
0	"i try to fix things and all it does is make it worse. What else do i do."
0	"- I wake up, shower, eat...and go back to bed. I'm so tired all the time "
0	"I wana be home but jbiz is gay  he's gay"
0	"I wanna curl up in a ball todayyy. Pack tonight. I leave day after tomorrow. This is NUTS."
0	"I wanna get crunk with randoms again. Just not as bad. Lol"
0	"I wanna go home :0 fuck myself"
0	"I wanna pick up my Jimmy Choo shades. Post Offices should reeeeeeeally be open on Sun!"
0	"i wanna recieve his messages 2 do it for me get on mine bed him and chit and put that i can get his shit you know my email and the pa ..."
0	"i wanna record new material"
0	"I wanna use my swimsuit!!!"
0	"I wanna watch transformers; Revenge of the fallen.. aw man. Seems soo good !"
0	"i want a house"
0	"Noone I know is on Twitter!!!"
0	"noone wants to talk to me  lol"
0	" not even one single reply.what are people look for nowadays? anyway, changed my hosting to GDI, also attended the webinar, not bad..."
0	"not feelin well"
0	"-- not feeling well"
0	"not happy"
1	"not now is on tv!"
0	"Not very well."
0	"nothing"
1	" Nothing left to do but sit back, relax, have fun, and enjoy the ride! Lmbo. XD"
0	"nothing to do alll dayyyyyyy."
1	"notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis"
0	"- Now my ex-daycare clients claim that I owe them over $400 and are going to take things to the &quot;next step&quot;."
0	" now that i kno is a lie, whateva :'("
0	"nuggets out...."
0	"Nuu supa stop that its not good fer your health"
0	"nvm not double didgets someone on my followers was bad so i had to block them  sorry person"
1	"o seara perfekta: vodka &amp; bertolucci (the dreamers)"
0	"odd i tried to call mitchel musso but it dosent work...."
0	" Of all the things I lost, I miss my Community Organizer degree the most."
0	"Off from work and no wifey..."
1	"-- off to Kokomo to see if I can squeeze into this dress! Then shoe shopping with my seeester! And visiting my Brandice!"
0	" oh dears, @Rainbow__Bright.  I'm so sorry to hear that."
0	"Oh great need to tidy my fucking room"
0	"oh I miss it"
0	"Oh Lebron. Sex and the City will cure my sadness temporarily."
1	"Oh man When you make Fishhes you end up fishy."
0	"ohh I need to sleeep but I can't uhhhh :@"
0	" ok so I overreacted. My bad, I was in the wrong shit happens. Just wanna talk to you."
1	"- Ok, how about just pray for mental clarity while drumming today since &quot;enough sleep&quot; didn't happen...  Have .. http://bit.ly/HskKD"
0	"okay have a good evening everybody."
0	"okay. Imy"
1	" on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it's way "
0	"on the sad boat again why do I let shit like this happen"
0	"on the way to work ...  didn'T noe that i have work today ...."
0	"one down. Two to get this shit right. ... Kenny any minute now."
1	"one happy man right here people"
0	"One little boy with ants in his pants and his shirt and his hair - Angry Ants - Lots"
0	"I wish things were different"
1	"I work at 1030 u?"
0	"I work until 945. I'm unhappy about that. Whatev. Avett bros is tomorrow night."
0	"I. am. so. sorry."
1	"I?m cold!!! Today is 12?C here...."
0	"i?m soo sad .. i want somebody to love me to be a real gentalmen not like my last boyfriend i?mm soo sadd ... (L)"
0	"Ian Crawford isn't with The Cab anymorrrrrrrree"
0	"I'D RATHER BE IN THE  BAHAMAS!"
0	"idk if i should have said that"
0	"I'll miss this year so much. I love high school. Jamal is so freaking LUCKY! He gets 2 go drinking w/ Rob! I can't even drink at all!"
0	" ill, so now school. you'd think i'd be happy because of that "
1	"IM A LITTLE SPOILED BRAT !  DONT HATE ME FOR HACKING YOU SISTA &gt;33"
0	"I'm a silly girl."
0	"I'm all alone on ere peeps! Talk to meeee x http://myloc.me/484V"
0	"i'm all alone on twitter!!"
0	"I'm all finished listening... I'm sorta considering giving it another play though. I might have missed a joke or two after all."
1	"I'm awake! it's amazin"
0	"I'm being threat'ned to attend bw3 tonight!"
0	"i'm bored ! w/e everything is gonna b fun later in da day ! bye bye world till later"
1	"im bored anyone wanna talk"
0	"im bumped cause he cant go."
1	"- i'm confused with this twitter lark"
0	"I'm finally home...but sad that AE is over....I MISS EVERYONE ;__;"
0	"im goin' to sleep or watch tv . loveeupeople?"
1	"I'm gonna have some ramen and play a FF game... haven't decided which yet."
0	"i'm gonna watch horton again with mum &amp; clo for some laughs."
0	"I'm having a homework fail right now. I wish I could stop time."
0	"im in a good mood despite the fact my lunch is being taken over by uni shittee!! Will have to do some after the View!!  bad times!"
1	" I'm in a great mood, but ... I feel a little guilty Q_Q xD"
1	" I'm in garden, chillin'"
0	"- I'm in the boring bank. Some bloke has just asked about a cheque he 'sented' oh the joy of modern English."
